# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Sep 21 22:34:22 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbper < 10
# CONSTRAINT:  and pl_radj > .7)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_bmagerr1:    B (Johnson) Magnitude Upper Unc
# COLUMN sy_bmagerr2:    B (Johnson) Magnitude Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_jmagerr1:    J (2MASS) Magnitude Upper Unc
# COLUMN sy_jmagerr2:    J (2MASS) Magnitude Lower Unc
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_hmagerr1:    H (2MASS) Magnitude Upper Unc
# COLUMN sy_hmagerr2:    H (2MASS) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
K2-39 b,K2-39,0,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..143V/abstract target=ref>Van Eylen et al. 2016</a>,4.60543000,0.00046000,-0.00046000,0,0.062000,0.010000,-0.012000,0,8.200,1.100,-1.100,0,0.732,0.098,-0.098,0,50.30000,9.70000,-9.40000,0,0.15826,0.03052,-0.02958,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..143V/abstract target=ref>Van Eylen et al. 2016</a>,4881.00,20.00,-20.00,0,3.88,0.48,-0.42,0,1.53,0.13,-0.12,0,0.320,0.040,-0.040,0,[Fe/H],3.44,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h33m28.37s,338.3682095,-09d01m22.59s,-9.0229405,307.4700000,4.6560000,-4.6560000,12.1530000,0.1880000,-0.1880000,10.8310000,0.0250000,-0.0250000,9.0820000,0.0240000,-0.0240000,8.5940000,0.0420000,-0.0420000,8.5160000,0.0240000,-0.0240000,10.5959000,0.0005210,-0.0005210,2018-04-25 14:05:52,2016-11,2016-06-03
Kepler-703 b,Kepler-703,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.58352176,0.00000173,-0.00000173,0,,,,,8.200,3.710,-1.390,0,0.732,0.331,-0.124,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,6185.00,197.61,-248.39,0,1.27,0.57,-0.21,0,1.18,0.20,-0.12,0,0.050,0.139,-0.147,0,[Fe/H],4.29,0.13,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h56m44.85s,299.1868586,+41d44m33.72s,41.7426990,1156.8300000,47.0150000,-47.0150000,16.8420000,0.0680000,-0.0680000,15.5990000,0.1830000,-0.1830000,13.9810000,0.0260000,-0.0260000,13.6440000,0.0300000,-0.0300000,13.6200000,0.0360000,-0.0360000,15.2533000,0.0005790,-0.0005790,2016-05-06 09:14:38,2016-05,2016-05-10
HD 149026 b,HD 149026,1,1,1,Radial Velocity,2005,Subaru Telescope,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.87589000,0.00000200,-0.00000200,0,,,,,8.295,0.224,-0.224,0,0.740,0.020,-0.020,0,120.77540,19.06980,-19.06980,0,0.38000,0.06000,-0.06000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6179.00,15.00,-15.00,0,1.41,0.03,-0.03,0,1.42,0.33,-0.33,0,0.320,,,0,[Fe/H],4.37,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h30m29.52s,247.6229827,+38d20m51.13s,38.3475349,75.8643000,0.1736500,-0.1736500,8.7530000,0.0260000,-0.0260000,8.1500000,0.0300000,-0.0300000,7.1180000,0.0240000,-0.0240000,6.8990000,0.0180000,-0.0180000,6.8190000,0.0170000,-0.0170000,8.0141600,0.0003820,-0.0003820,2018-04-25 14:05:17,2017-03,2018-04-26
Kepler-855 b,Kepler-855,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.88663110,0.00000247,-0.00000247,0,,,,,8.350,1.700,-0.810,0,0.745,0.152,-0.072,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5835.00,99.82,-156.07,0,1.03,0.21,-0.10,0,1.03,0.07,-0.07,0,0.060,0.146,-0.158,0,[Fe/H],4.42,0.07,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m22.79s,295.0949565,+43d32m15.23s,43.5375650,1506.5800000,56.6300000,-56.6300000,15.5650000,0.0660000,-0.0660000,15.1570000,0.0460000,-0.0460000,13.7370000,0.0230000,-0.0230000,13.4030000,0.0200000,-0.0200000,13.3380000,0.0310000,-0.0310000,15.0191000,0.0005310,-0.0005310,2016-05-06 09:16:14,2016-05,2016-05-10
K2-127 b,K2-127,1,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,3.58816300,0.00002800,-0.00002900,0,0.041100,0.000200,-0.000200,0,8.370,0.330,-0.330,0,0.747,0.029,-0.029,0,,,,,,,,,,,,,,,,,,809,15,-15,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,4575.00,74.00,-74.00,0,0.66,0.01,-0.01,0,0.72,0.01,-0.01,0,-0.110,0.060,-0.060,0,[Fe/H],4.65,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.9990000,19.9745000,-19.9745000,16.0050000,0.0630000,-0.0630000,15.0410000,0.0570000,-0.0570000,13.3730000,0.0240000,-0.0240000,12.9260000,0.0280000,-0.0280000,12.7930000,0.0330000,-0.0330000,14.7871000,0.0005340,-0.0005340,2018-10-24 14:52:35,2018-12,2018-10-26
Kepler-720 b,Kepler-720,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.70832654,0.00000073,-0.00000073,0,,,,,8.410,1.610,-0.800,0,0.750,0.144,-0.071,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5618.00,328.49,-250.53,0,0.92,0.18,-0.09,0,0.95,0.11,-0.07,0,0.000,0.144,-0.177,0,[Fe/H],4.49,0.07,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h54m32.56s,298.6356478,+44d10m15.38s,44.1709388,1065.3700000,36.4050000,-36.4050000,16.3720000,0.0340000,-0.0340000,15.4620000,0.0690000,-0.0690000,13.7850000,0.0290000,-0.0290000,13.3900000,0.0370000,-0.0370000,13.2430000,0.0290000,-0.0290000,15.1635000,0.0003620,-0.0003620,2016-05-06 09:14:48,2016-05,2016-05-10
Kepler-719 b,Kepler-719,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.00731778,0.00000125,-0.00000125,0,,,,,8.520,1.830,-0.900,0,0.760,0.163,-0.080,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5777.00,199.43,-220.79,0,0.98,0.21,-0.10,0,0.99,0.08,-0.07,0,-0.020,0.135,-0.176,0,[Fe/H],4.45,0.07,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m08.66s,295.5360628,+43d53m03.88s,43.8844116,2497.5100000,245.7600000,-245.7600000,16.7240000,0.0890000,-0.0890000,16.1280000,0.1030000,-0.1030000,14.5720000,0.0320000,-0.0320000,14.2070000,0.0390000,-0.0390000,14.1260000,0.0650000,-0.0650000,15.9037000,0.0006410,-0.0006410,2016-05-06 09:14:47,2016-05,2016-05-10
HATS-49 b,HATS-49,1,1,1,Transit,2020,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4.14804670,0.00000370,-0.00000370,0,0.045150,0.000160,-0.000160,0,8.575,0.146,-0.146,0,0.765,0.013,-0.013,0,112.19399,12.07754,-8.58141,0,0.35300,0.03800,-0.02700,0,Mass,0.071000,,,1,80.45,1.37,-1.34,0,835,4,-4,0,0,<a refstr=HARTMAN_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..173H/abstract target=ref>Hartman et al. 2020</a>,4405.00,15.00,-15.00,0,0.70,0.01,-0.01,0,0.71,0.01,-0.01,0,0.208,0.053,-0.053,0,[Fe/H],4.60,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.4130000,2.3700000,-2.3700000,16.3650000,0.0170000,-0.0170000,14.9880000,0.1600000,-0.1600000,12.6920000,0.0240000,-0.0240000,12.1050000,0.0240000,-0.0240000,11.9380000,0.0230000,-0.0230000,14.5449000,0.0003060,-0.0003060,2020-02-21 17:10:22,2020-04,2020-02-27
WASP-29 b,WASP-29,1,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.92273000,0.00000400,-0.00000400,0,,,,,8.631,0.785,-0.785,0,0.770,0.070,-0.070,0,73.10090,15.89150,-15.89150,0,0.23000,0.05000,-0.05000,0,Mass,0.030000,0.040000,-0.040000,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4800.00,150.00,-150.00,0,0.79,0.07,-0.07,0,0.77,0.25,-0.25,0,0.110,,,0,[Fe/H],4.50,0.20,-0.20,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,87.5953000,0.3106000,-0.3106000,12.1550000,0.1720000,-0.1720000,11.3310000,0.0130000,-0.0130000,9.3530000,0.0210000,-0.0210000,8.8750000,0.0190000,-0.0190000,8.7830000,0.0200000,-0.0200000,10.8932000,0.0005430,-0.0005430,2018-04-25 14:06:17,2017-03,2018-04-26
K2-127 b,K2-127,0,1,1,Transit,2017,K2,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,3.58816500,0.00001500,-0.00001600,0,0.041000,0.001000,-0.001000,0,8.660,0.680,-0.590,0,0.773,0.061,-0.053,0,,,,,,,,,,0.120000,0.142231,-0.096252,0,105.60,20.70,-17.80,0,,,,,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,4387.84,142.05,-137.02,0,0.68,0.05,-0.04,0,0.70,0.07,-0.07,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.9990000,19.9745000,-19.9745000,16.0050000,0.0630000,-0.0630000,15.0410000,0.0570000,-0.0570000,13.3730000,0.0240000,-0.0240000,12.9260000,0.0280000,-0.0280000,12.7930000,0.0330000,-0.0330000,14.7871000,0.0005340,-0.0005340,2018-10-24 14:52:35,2017-11,2017-10-05
K2-127 b,K2-127,0,1,1,Transit,2017,K2,Published Candidate,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,3.58816000,0.00001000,-0.00001000,0,,,,,8.680,0.680,-0.590,0,0.774,0.061,-0.053,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5036.00,122.00,-122.00,0,0.98,,,0,0.84,,,0,,,,,,4.38,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h48m18.79s,207.0782895,-11d35m20.36s,-11.5889878,709.9990000,19.9745000,-19.9745000,16.0050000,0.0630000,-0.0630000,15.0410000,0.0570000,-0.0570000,13.3730000,0.0240000,-0.0240000,12.9260000,0.0280000,-0.0280000,12.7930000,0.0330000,-0.0330000,14.7871000,0.0005340,-0.0005340,2017-12-14,2017-11,2017-12-14
WASP-59 b,WASP-59,1,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,7.91958500,0.00001000,-0.00001000,0,0.069700,0.001100,-0.001100,0,8.687,0.762,-0.762,0,0.775,0.068,-0.068,0,274.27600,14.30200,-14.30200,0,0.86300,0.04500,-0.04500,0,Mass,0.100000,0.042000,-0.042000,0,,,,,670,35,-35,0,0,<a refstr=HEBRARD_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...549A.134H/abstract target=ref> Hebrard et al. 2013 </a>,4650.00,150.00,-150.00,0,0.61,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.150,0.110,-0.110,0,[Fe/H],4.72,0.06,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m29.51s,349.6229547,+24d53m21.40s,24.8892770,115.9360000,0.5710000,-0.5710000,14.0120000,0.0650000,-0.0650000,12.6590000,0.0570000,-0.0570000,10.4400000,0.0200000,-0.0200000,9.8780000,0.0230000,-0.0230000,9.7230000,0.0180000,-0.0180000,12.3142000,0.0002690,-0.0002690,2014-05-14,2013-01,2014-05-14
WASP-59 b,WASP-59,0,1,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,7.91958500,0.00001000,-0.00001000,0,0.069700,0.001100,-0.001100,0,8.687,0.762,-0.762,0,0.775,0.068,-0.068,0,272.38031,14.62018,-14.93801,0,0.85700,0.04600,-0.04700,0,Mass,0.120000,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,4650.00,150.00,-150.00,0,0.61,0.04,-0.04,0,0.72,0.04,-0.04,0,0.150,0.110,-0.110,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h18m29.51s,349.6229547,+24d53m21.40s,24.8892770,115.9360000,0.5710000,-0.5710000,14.0120000,0.0650000,-0.0650000,12.6590000,0.0570000,-0.0570000,10.4400000,0.0200000,-0.0200000,9.8780000,0.0230000,-0.0230000,9.7230000,0.0180000,-0.0180000,12.3142000,0.0002690,-0.0002690,2019-03-18 15:05:38,2017-06,2019-03-21
WASP-29 b,WASP-29,0,1,1,Transit,2010,SuperWASP,Published Confirmed,0,<a refstr=GIBSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.3680G/abstract target=ref>Gibson et al. 2013</a>,3.92271860,0.00000680,-0.00000680,0,0.045650,0.000600,-0.000620,0,8.698,0.482,-0.482,0,0.776,0.043,-0.043,0,77.55052,6.35660,-6.35660,0,0.24400,0.02000,-0.02000,0,Mass,,,,,,,,,970,32,-31,0,0,<a refstr=GIBSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.3680G/abstract target=ref>Gibson et al. 2013</a>,,,,,0.81,0.04,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h51m31.01s,357.8791976,-39d54m25.64s,-39.9071215,87.5953000,0.3106000,-0.3106000,12.1550000,0.1720000,-0.1720000,11.3310000,0.0130000,-0.0130000,9.3530000,0.0210000,-0.0210000,8.8750000,0.0190000,-0.0190000,8.7830000,0.0200000,-0.0200000,10.8932000,0.0005430,-0.0005430,2018-04-25 14:06:17,2013-02,2015-10-22
HATS-12 b,HATS-12,0,1,1,Transit,2016,HATSouth,Published Confirmed,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,3.14284600,0.00001800,-0.00001800,0,,,,,8.845,1.625,-0.818,0,0.789,0.145,-0.073,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,6235.00,82.00,-82.00,0,1.29,0.24,-0.12,0,1.21,0.06,-0.05,0,0.140,0.080,-0.080,0,[Fe/H],4.22,0.14,-0.14,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m48.58s,289.2024020,-19d21m21.32s,-19.3559227,746.1380000,,,13.2580000,0.0430000,-0.0430000,12.8310000,0.0570000,-0.0570000,11.7250000,0.0230000,-0.0230000,11.5070000,0.0240000,-0.0240000,11.3910000,0.0230000,-0.0230000,12.6766000,0.0006090,-0.0006090,2018-10-24 14:52:49,2018-03,2018-02-15
